Timestamp,How many years have you been doing data visualization?,What is your educational background?,How did you learn to create data visualization?,Did you set out to work in data visualization or did you fall into it?,Is this your first job doing data visualization?,What is your official job title?,Is your total compensation in-line with Software Engineers and UX/UI/Designer roles at your level?,What focus is data visualization in your work?,For your current role or the majority of your projects: were you hired to do data visualization only or is data visualization a part of your job/project description?,What's your employment status,How is your organization using data visualization?,Is there a separate group that does data visualizations or are you embedded in another group? (data science UX UI web data engineering IT etc),What level of data visualizations are used at your organization?,Are data visualization specialists represented in the leadership of your organization?,Data visualization roles at your organization are found in what part of the organization?,Percent of your day focused on creating/implementing/productizing data visualizations?,Percent of your day focused on data engineering?,Percent of your day focused on data science?,Percent of your day focused on design?,Percent of your day focused on data prep work?,What technologies do you use to visualize data?,Are you able to choose your own tools or are the choices made for you?,How do you present your data visualizations?,Which of these charts have you used in production in the last 6 months:,Who do you make data visualizations for?,What knowledge level do they have of the data you are visualizing for them?,How often do they consume your data visualizations?,What do they use your data visualizations for?,How would you describe the relationship?,What is your biggest frustration with your job?,What is your biggest frustration with doing data visualization in your job?,If you could change one thing about your job what would it be?,If you could change one thing about your data visualization work what would it be?,What do you think other people in your organization just don‰Ûªt get about the data visualization work that you do?,What one change would make your job better?,What community support / discussions / advice would you want to see from data visualization thought leaders?,Who do you look to as a thought leader in data visualization?,Do you want to spend more time or less time visualizing data in the future?,Gender,Age,Where do you live?,What‰Ûªs your ethnicity?,The organization you work for is in which of the following?
2/27/17 20:11,5,Bachelors,Equal Parts School and Self-Taught,Intended to work in data visualization,No,Junior Software Engineer,Data Visualization Role has Lower compensation,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication,Embedded in another team,Completely custom,No,Engineering,5,50,0,20,10,D3;Leaflet;Mapbox;WebGL;Other Javascript,I'm able to choose my own tools.,Dashboard;Email,Line Chart;Bar Chart;Pie Chart;Choropleth Map;Raster Map,General Public;Analysts;Product Managers;Executives,Intro;Moderate,Hourly,Analysis;Summarization,Consultative,Data wrangling. Data scraping- data availability,Ensuring accurate data,Cleaner data,Cleaner data. More modern tech,The time spent to produce the vizualizations,More money ,Proven technology stacks,Mapbox;Tom MacWright;Mike Bostock;Vladimir Agafonkin,More,male,26 - 35,USA or Canada,white,Private sector
2/27/17 18:33,2,Other,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Yes,Head of Design,Don't Know/Prefer Not to Say,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication;Exploration,Embedded in another team,Completely custom,Yes,Design;Engineering;Research;Our whole company;really. It's our purpose.,100,0,0,100,0,D3;Mapbox;WebGL;Other Python;React;Vega,I'm able to choose my own tools.,Static Web Page;Documents;Presentations;Email;Our charity produces a website for public. We also provide these to media organisations for their use.,Line Chart;Bar Chart;Choropleth Map,General Public;Analysts;All of New Zealand;Government Organisations.,Intro;Moderate;Expert,Daily,Entertainment;Analysis;Summarization;Learning;Research,Collaborative,We're a charity- so cash flow to do bigger and better things + govt getting out of the way.,Everyone in dataviz wants the fancy things- but most of Joe Public doesn't have the data literacy skills to comprehend those things. That- or how slow Government moves to standardise open data (e.g. geo boundaries- definitions).,More money- more developers.,We'd explore a wider range of formats.,That's not a thing. Our whole org exists to visualise data.,More money for our organisation so we could move faster.,More focus and discussion around accessibility (including screenreaders- automatic caption/descriptor generation). This includes accessibility gaps caused by education/knowledge- where many people don't have the skills to accurately read/understand dataviz- especially when clear metadata is divorced from the resulting viz. It's driving towards a world where people thing data is definitive- rather than subject to limitations and biases like anything else.,Mara Averick;Tufte;Andy Kirk,Much more,female,26 - 35,Oceania,white,Not-for-profit
3/5/17 3:55,5,Bachelors,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Not a data visualization professional yet,Sales ,Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Consultant,,,,,,,,,,,Excel;Freehand,,Documents;Presentations;Email,Line Chart;Bar Chart;Infographics,General Public;Scientists;Executives;Farmers,Intro,Quarterly,Analysis;Summarization;Learning;Research;Sales,Collaborative,My personal skill level,The time it takes,,Be better at it,The work and thinking that goes into it,,,Mark Nicolas,More,male,46 - 55,USA or Canada,white,Private sector
3/1/17 21:43,10,Masters,Equal Parts School and Self-Taught,Intended to work in data visualization,No,Owner / Cartographer,Data Visualization Role has Lower compensation,Data visualization is the focus of my job,Hired to do data visualization,Consultant,,,,,,20,15,15,15,15,Illustrator;Excel;Tableau;Mapbox;ArcGIS;Other GIS;CARTO,I'm able to choose my own tools.,Scrollytelling;Static Web Page;Documents,Line Chart;Infographics;Choropleth Map;Raster Map,General Public;Academics,Intro;Moderate;Expert,Weekly,Entertainment;Learning;Research;Tourism,Collaborative,,,Clients would be better at finding me/I'd have to market myself less and spend more time visualising,I'd have more time to learn new tools,,more hours in the day,,Martin Gamache;Moritz Stefaner,Much more,male,46 - 55,Oceania,white,Private sector
3/4/17 16:43,10,Bachelors,Mostly Self-Taught,Intended to work in data visualization,No,Chief Data Officer,Data Visualization Role has same compensation,Data visualization is the focus of my job,Data visualization is only part of my job,Full-time,Analysis;Machine Learning;Summary/Overview;Communication;Exploration,Separate data visualization team,Completely custom,Yes,Design;Engineering;Research,40,10,30,10,10,Javascript;Custom Charting Tools,I'm able to choose my own tools.,Embedded in a tool;Dashboard;Scrollytelling;Presentations,Line Chart;Treemap;Network Diagram;Flow Diagram;3D Chart;Scatterplot;cartography;parallel sets;many others,Analysts;Scientists;Medical Professionals;Product Managers;Executives,Intro;Moderate;Expert,Daily,Analysis;Learning;Research;Strategy;decision making,Collaborative,,,,,,,,Martin Wattenberg;Moritz Stefaner,Same,male,36 - 45,USA or Canada,white,Private sector
2/28/17 8:19,10,PhD,Equal Parts School and Self-Taught,Intended to work in data visualization,No,Assistant Professor,Data Visualization Role has same compensation,Data visualization is the focus of my job,Data visualization is only part of my job,Full-time,Analysis;Machine Learning;Summary/Overview;Communication;Exploration;Art,Both,Completely custom,Yes,Design;Engineering;Research,25,10,25,25,15,D3;Processing;Leaflet;WebGL;Other Javascript;Other Python;Cytoscape,I'm able to choose my own tools.,Embedded in a tool;Dashboard;Static Web Page;Documents;Presentations,Line Chart;Infographics;Network Diagram;Choropleth Map;Flow Diagram;VR/AR Charting,General Public;Analysts;Engineers;Scientists;Medical Professionals,Expert,Daily,Entertainment;Analysis;Summarization;Learning;Research,Collaborative,Not enough hours in the day,,,,,,,Martin Wattenberg;Sheelagh Carpendale,Same,male,36 - 45,USA or Canada,white,Public sector
2/27/17 12:22,10,Masters,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Software Engineer,Data Visualization Role has same compensation,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Exploration,Embedded in another team,General charting libraries;Completely custom,No,Engineering,30,50,10,30,50,D3;Leaflet;Mapbox;WebGL;Other Javascript;React;Angular,I'm able to choose my own tools.,Embedded in a tool;Dashboard;Static Web Page,Line Chart;Bar Chart;Raster Map,Analysts;Scientists,Moderate,Daily,Analysis,Consultative,rushed schedules,rushed schedules,more time for design,more time for design,,,,Mike Bostock,Same,male,36 - 45,USA or Canada,white,Public sector
2/27/17 12:36,8,Masters,Mostly Self-Taught,Intended to work in data visualization,No,Frontend / Data Vis Manager,Data Visualization Role has same compensation,Data visualization is an important secondary part of my job but not the focus,Hired to do data visualization,Full-time,Analysis;Machine Learning;Summary/Overview;Communication;Marketing;Exploration,Embedded in another team,ggplot2/Pandas Charts;General charting libraries;Completely custom,No,Algorithms (Data Science),15,0,0,15,5,Illustrator;D3;Other Javascript;ggplot;Pandas;React;Vega,I'm able to choose my own tools.,Embedded in a tool;Dashboard;Scrollytelling;Static Web Page;Documents;Presentations;Email,Line Chart;Bar Chart;Pie Chart;Infographics;Treemap;Dendrogram;Network Diagram;Choropleth Map,Analysts;Engineers;Product Managers;Executives,Intro;Moderate;Expert,Daily,Analysis;Summarization;Learning;Research,Collaborative,,,,,,,,Mike Bostock,More,male,36 - 45,USA or Canada,multi,Private sector
2/27/17 12:42,3,Masters,Mostly Self-Taught,Intended to work in data visualization,Yes,Data Scientist,Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Analysis;Machine Learning,Embedded in another team,Business Intelligence Tools;ggplot2/Pandas Charts;Completely custom,No,Engineering,10,40,20,5,25,Tableau;D3;Other Python,I'm able to choose my own tools.,Dashboard;Static Web Page,Line Chart;Bar Chart;Treemap;Choropleth Map,Engineers;Scientists;Product Managers;Project Managers,Moderate,Weekly,Analysis,Consultative,,No good at UI/UX enough yet,,,,,,Mike Bostock,Much more,male,25 or younger,Europe,,Private sector
2/27/17 12:45,4,Bachelors,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Geospatial Engineer,Data Visualization Role has same compensation,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication,Both,Business Intelligence Tools;General charting libraries;Completely custom,No,Design;Engineering;Research,20,20,10,10,20,D3;Other Javascript;React;Openlayers,I'm able to choose my own tools.,Dashboard,Line Chart;Bar Chart;Pie Chart;other geospatial,Project Managers;data collection technicians,Moderate,Weekly,Analysis;Summarization;Learning,Consultative,Globally distributed internal user-base- with differing priorities,Data consistency- data wrangling- querying multiple databases to get a consolidated view,Better modeling of our collection data and coherent data interfaces between divisions in our company,Do more of it!,How it can be misleading if done wrong,Better organized back-end!,More examples of how to answer a question with data viz,Mike Bostock,More,male,26 - 35,USA or Canada,white,Private sector
2/27/17 13:21,2,Bachelors,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Yes,Senior Innovator,Data Visualization Role has same compensation,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Marketing;Exploration,Embedded in another team,Business Intelligence Tools;ggplot2/Pandas Charts;Completely custom,No,Engineering;innovation lab,70,10,0,10,10,D3;Mapbox;WebGL;Other Javascript;Pandas;Other Python;React,I'm able to choose my own tools.,Embedded in a tool;Dashboard;Scrollytelling;Static Web Page,Line Chart;Bar Chart;Treemap;Scatter Plot,General Public;Analysts;Media Buying and Creative Content Teams,Moderate,Weekly,Analysis;Summarization;Research,Consultative,So much to learn- so little time.,Waiting on data to be pulled.,,I struggle with correctly decomposing data visualization systems into modules that are extremely flexible and shorten my development time.,,,Guidance on creating enterprise data visualizations- i.e. building a suite of interactive data visualizations that share the same data and coexist in the same application. Guidance on modular design principles.,Mike Bostock,More,male,36 - 45,USA or Canada,white,Private sector
2/27/17 14:25,10,PhD,Mostly Self-Taught,Intended to work in data visualization,No,Chief Visualization Officer. In charge of datavis in my small consultancy firm,Don't Know/Prefer Not to Say,Data visualization is the focus of my job,Hired to do data visualization,Full-time,Analysis;Summary/Overview;Communication;Marketing;Exploration,Embedded in another team,Business Intelligence Tools;Completely custom,Yes,Design;Marketing;Research,25,10,20,10,35,Tableau;D3,I'm able to choose my own tools.,Embedded in a tool;Dashboard;Presentations,Line Chart;Bar Chart;Treemap,Analysts;Product Managers;Executives,Moderate;Expert,Weekly,Analysis;Summarization;Research,Consultative,Too much time cleaning and preparing the data,Having to be updating myself in dozens of libraries,Customers happy to pay what it cost to develop a proper datavis,Data always ready to work with,How complex could it be to develop an advanced visualization,,Have proper forums to easily find partners and validate new visualizations,Mike Bostock,Much more,male,26 - 35,Europe,white,Private sector
